fund_code,name,std_price,set_date,type,type_detail,set_amount,risk_grade,risk_grade_txt,company_name
K55223C41643,KBKoVIC아시아증권투자신탁(주식-재간접형)C-P,1066.17,20180228,국내외주식,해외주식형,3,2,높은 위험,케이비자산운용
K55303CR9002,마이다스아시아리더스성장주증권자투자신탁(H)(주식)C-P1,1440.75,20200625,아시아퍼시픽주식,해외주식형,11,2,높은 위험,마이다스에셋자산운용
K55101BD5365,한국투자웰링턴글로벌퀄리티증권자투자신탁UH(주식)(C-P),2711.75,20160804,글로벌주식,해외주식형,20,3,다소 높은 위험,한국투자신탁운용
KR5234654345,IBK럭셔리라이프스타일증권모투자신탁[주식],2142.53,20070220,멀티&#47;기타섹터,해외주식형,334,2,높은 위험,아이비케이자산운용
KR5102AR8399,하나차이나포커스해외증권자투자신탁[주식-재간접형]ClassA,1052.63,20060817,중국주식,해외주식형,9,2,높은 위험,하나자산운용
KR5210A58404,신한동남아시아증권자투자신탁 1(H)[주식]종류C-v,859.84,20070403,동남아주식,해외주식형,0,4,보통 위험,신한자산운용
K55364BQ4548,에셋플러스알파로보글로벌인컴성과보수증권자투자신탁 1-2(주식)종류A,1295.71,20170703,글로벌주식,해외주식형,0,2,높은 위험,에셋플러스자산운용
KR5205AR8601,미래에셋클린에너지포커스증권자투자신탁[주식]종류S,1986.74,20140521,에너지섹터,해외주식형,0,1,매우 높은 위험,미래에셋자산운용
K55365C43739,KCGI샐러리맨증권자투자신탁[주식-재간접형]종류C-Pe,1534.47,20180328,글로벌주식,해외주식형,"1,453",2,높은 위험,케이씨지아이자산운용
K55216B12079,DB차이나본토RQFII증권자투자신탁(H)[주식]ClassA-E,972.07,20150402,중국주식,해외주식형,8,2,높은 위험,디비자산운용
K55210B09011,신한중국본토중소형주증권자투자신탁 1(H)[주식]종류A-e,1108.30,20150327,중국주식,해외주식형,20,2,높은 위험,신한자산운용
K55210B19861,신한해피라이프연금중국본토중소형주증권자투자신탁 1(H)[주식](종류C-e),1019.13,20150512,중국주식,해외주식형,10,2,높은 위험,신한자산운용
K55102BU0349,하나글로벌인프라증권자투자신탁[주식]ClassC-P2E,1155.27,20170818,산업재섹터,해외주식형,97,3,다소 높은 위험,하나자산운용
K55223BC6284,KB아세안증권자투자신탁(주식)A-E,1013.97,20160428,동남아주식,해외주식형,1,3,다소 높은 위험,케이비자산운용
K55216CJ4256,DB차이나바이오헬스케어증권자투자신탁(UH)[주식]종류S-P,1156.99,20190521,중국주식,해외주식형,2,2,높은 위험,디비자산운용
K55303B16845,마이다스아시아리더스성장주증권자투자신탁(H)(주식)C4,1640.12,20150515,아시아퍼시픽주식,해외주식형,131,2,높은 위험,마이다스에셋자산운용
KR5219768342,신한동남아시아증권자투자신탁2(H)[주식](종류C-e),615.46,20071206,동남아주식,해외주식형,8,3,다소 높은 위험,신한자산운용
K55223BR9075,KB스타이머징인덱스증권자투자신탁(주식-파생형)S클래스,976.39,20170710,신흥국주식,해외주식형,0,2,높은 위험,케이비자산운용
K55301DL2376,미래에셋TIGER차이나반도체FACTSET증권상장지수투자신탁(주식-파생형),5375.69,20210806,중국주식,해외주식형,328,2,높은 위험,미래에셋자산운용
K55302C20292,베어링글로벌이머징마켓증권자투자신탁[H](주식-재간접형)ClassC-Pe,888.94,20180116,신흥국주식,해외주식형,3,2,높은 위험,베어링자산운용
K55216CJ4033,DB차이나바이오헬스케어증권자투자신탁(H)[주식]종류C-W,512.05,20210405,중국주식,해외주식형,0,2,높은 위험,디비자산운용
K55105B21984,삼성아문디유럽중소형증권자투자신탁UH[주식-재간접형]_Ce,1434.05,20150428,유럽주식,해외주식형,0,2,높은 위험,삼성자산운용
K55105B89841,삼성픽테글로벌메가트렌드증권자투자신탁UH[주식-재간접형]_Cw,2326.14,20160112,글로벌주식,해외주식형,2,2,높은 위험,삼성자산운용
K55105BV0550,삼성글로벌선진국증권자투자신탁UH[주식]S-P,2079.97,20170829,글로벌주식,해외주식형,2,2,높은 위험,삼성자산운용
KR5217754641,우리프랭클린내츄럴리소스증권자투자신탁(주식-재간접형)ClassA,619.94,20071030,멀티&#47;기타섹터,해외주식형,10,2,높은 위험,우리자산운용
KR5105791119,삼성CHINA본토포커스증권자투자신탁 1[주식]_C4,991.42,20101018,중국주식,해외주식형,11,2,높은 위험,삼성자산운용
K55301BJ1374,미래에셋G2이노베이터증권자투자신탁(주식)종류S,2510.67,20170102,글로벌주식,해외주식형,23,2,높은 위험,미래에셋자산운용
KR5228762328,우리글로벌이머징증권자투자신탁2[주식]ClassA,1204.86,20071119,신흥국주식,해외주식형,16,3,다소 높은 위험,우리자산운용
K55217AZ8175,우리프랭클린인디아증권자투자신탁(UH)(주식-재간접형)ClassC-P,1552.47,20150227,인도주식,해외주식형,40,3,다소 높은 위험,우리자산운용
KR5217771579,우리템플턴이스턴유럽증권자투자신탁(주식-재간접형)ClassA,509.17,20070618,신흥유럽주식,해외주식형,34,2,높은 위험,우리자산운용
K55366B29126,하이월드헬스사이언스증권투자신탁(주식-재간접형)(C1),1627.56,20150629,헬스케어섹터,해외주식형,0,3,다소 높은 위험,하이자산운용
K55206BV7876,키움러시아익스플로러증권투자신탁 1[주식]C-Pe,1295.12,20170905,러시아주식,해외주식형,8,1,매우 높은 위험,키움투자자산운용
K55223CO5448,KB글로벌ESG성장리더스증권모투자신탁(USD)(주식),23628.25,20190529,글로벌주식,해외주식형,62,2,높은 위험,케이비자산운용
K55105BW2472,삼성일본중소형FOCUS증권자투자신탁UH[주식]Cpe(퇴직연금),1211.50,20170914,일본주식,해외주식형,7,2,높은 위험,삼성자산운용
K55232DI0742,NH-Amundi글로벌우주항공증권자투자신탁(H)[주식]ClassC-P1(연금저축),1401.45,20220530,글로벌주식,해외주식형,1,2,높은 위험,엔에이치아문디자산운용
K55105BR3600,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]S-P,931.00,20170628,중국주식,해외주식형,10,2,높은 위험,삼성자산운용
KR5101791089,한국투자브릭스증권모투자신탁(주식),993.73,20080506,중남미주식,해외주식형,27,2,높은 위험,한국투자신탁운용
K55223D45253,KB미국대표성장주증권자투자신탁(주식)(UH)C-P,1981.75,20200529,북미주식,해외주식형,4,2,높은 위험,케이비자산운용
K55224DL7163,흥국글로벌이노베이션증권자투자신탁 1(H)[주식-재간접형]C-e,421.83,20210923,글로벌주식,해외주식형,4,2,높은 위험,흥국자산운용
K55207DL7669,교보악사기후변화임팩트증권투자신탁[주식]ClassAe,748.62,20211028,글로벌주식,해외주식형,0,2,높은 위험,교보악사자산운용
KR5103696278,한화동유럽증권모투자신탁[주식],992.33,20070530,신흥유럽주식,해외주식형,39,1,매우 높은 위험,한화자산운용
K55207BU6910,교보악사파워글로벌인덱스증권자투자신탁 1(H)[주식혼합-파생형]ClassC-Pe,1407.61,20170915,글로벌주식,해외주식형,2,2,높은 위험,교보악사자산운용
K55216CJ4249,DB차이나바이오헬스케어증권자투자신탁(UH)[주식]종류S,1148.07,20190521,중국주식,해외주식형,3,2,높은 위험,디비자산운용
KR5301AO4911,미래에셋글로벌그로스증권자투자신탁 1(주식)종류A,1964.18,20140915,글로벌주식,해외주식형,98,2,높은 위험,미래에셋자산운용
K55105BT2295,삼성픽테4차산업글로벌디지털증권자투자신탁H[주식-재간접형]S-P,1730.62,20170809,멀티&#47;기타섹터,해외주식형,1,2,높은 위험,삼성자산운용
K55223BH6487,KB베트남포커스증권자투자신탁(주식)(H)A-E클래스,1816.56,20160927,베트남주식,해외주식형,3,2,높은 위험,케이비자산운용
K55223CO5471,KB글로벌ESG성장리더스증권자투자신탁(주식)(H)A-E,1580.03,20190605,글로벌주식,해외주식형,8,2,높은 위험,케이비자산운용
K55306DL9350,다올글로벌메타버스&우주산업1등주증권자투자신탁(H)[주식]종류C3,1321.35,20210806,글로벌주식,해외주식형,0,2,높은 위험,다올자산운용
K55101DK5125,한국투자ACE미국스팩&IPOINDXX증권상장지수투자신탁(주식),5097.79,20210730,북미주식,해외주식형,30,2,높은 위험,한국투자신탁운용
KR5306AL9009,다올중국1등주증권자투자신탁[주식]종류C4,1550.81,20140102,중국주식,해외주식형,163,2,높은 위험,다올자산운용
K55102D49343,하나글로벌인프라증권자투자신탁[주식]ClassS-P2,1051.07,20200721,산업재섹터,해외주식형,1,3,다소 높은 위험,하나자산운용
K55105B21851,삼성아문디유럽중소형증권자투자신탁H[주식-재간접형],1349.12,20150428,유럽주식,해외주식형,9,2,높은 위험,삼성자산운용
KR5307704480,유리글로벌거래소증권자투자신탁 1[주식]_Class C1,1695.33,20070618,글로벌주식,해외주식형,61,3,다소 높은 위험,유리자산운용
KR5237188028,한화브라질증권자투자신탁(주식)종류UA,665.10,20080303,브라질주식,해외주식형,0,1,매우 높은 위험,한화자산운용
K55301B40922,미래에셋연금선진시장증권자투자신탁 1(주식-재간접형),1204.98,20150706,글로벌주식,해외주식형,65,2,높은 위험,미래에셋자산운용
KR5105AO2723,삼성미국S&P500인덱스증권자투자신탁H[주식],2351.79,20160307,북미주식,해외주식형,572,2,높은 위험,삼성자산운용
K55307B89967,유리베트남알파증권자투자신탁[주식]_운용,1967.93,20160226,베트남주식,해외주식형,694,2,높은 위험,유리자산운용
KR5225A88730,미래에셋차이나H레버리지2.0증권자투자신탁(주식-파생재간접형)종류C4,110.93,20120420,중국주식,해외주식형,90,1,매우 높은 위험,미래에셋자산운용
KR5210A96222,신한중국본토증권자투자신탁 3(H)[주식](종류C4),830.53,20120612,중국주식,해외주식형,2,2,높은 위험,신한자산운용
KR5301933937,미래에셋차이나본토증권자투자신탁 1(H)(주식)종류C3,1304.35,20090202,중국주식,해외주식형,1,2,높은 위험,미래에셋자산운용
K55301BO7440,미래에셋MSCIAC월드인덱스증권자투자신탁(주식)(UH)종류A-e,1313.65,20210819,글로벌주식,해외주식형,0,3,다소 높은 위험,미래에셋자산운용
K55232D94690,NH-Amundi인도대형주포커스증권투자신탁[주식-재간접형]ClassS-P2(퇴직연금),1459.41,20201229,인도주식,해외주식형,1,3,다소 높은 위험,엔에이치아문디자산운용
KR5301848358,미래에셋BRICs업종대표연금증권전환형자투자신탁 1(주식),725.38,20080714,신흥국주식,해외주식형,57,2,높은 위험,미래에셋자산운용
K55223DL4393,KB글로벌디지털체인경제증권투자신탁(주식)A,847.89,20210903,글로벌주식,해외주식형,9,2,높은 위험,케이비자산운용
K55101C81266,한국투자SSGA글로벌저변동성증권자투자신탁H(주식)(S),1208.02,20180803,글로벌주식,해외주식형,0,2,높은 위험,한국투자신탁운용
K55105DE9147,삼성에너지트랜지션증권자투자신탁H[주식-재간접형],383.71,20210128,에너지섹터,해외주식형,654,1,매우 높은 위험,삼성자산운용
KR5225A87930,미래에셋차이나H레버리지2.0증권자투자신탁(주식-파생재간접형)종류C1,764.52,20120420,중국주식,해외주식형,0,1,매우 높은 위험,미래에셋자산운용
K55105DR1750,삼성글로벌배당귀족ESG증권자투자신탁UH[주식]_A,1088.82,20220323,글로벌주식,해외주식형,3,2,높은 위험,삼성자산운용
KR5235996737,피델리티아시아증권자투자신탁(주식)종류C 2,1726.63,20070517,아시아퍼시픽주식(ex J),해외주식형,1,2,높은 위험,피델리티자산운용
KR5206610838,키움Eastern Europe증권투자신탁 1[주식]A,625.47,20061016,신흥유럽주식,해외주식형,183,1,매우 높은 위험,키움투자자산운용
K55210DY3148,신한누버거버먼미국가치주증권투자신탁(H)[주식-재간접형](종류C-pe),995.41,20230117,북미주식,해외주식형,1,2,높은 위험,신한자산운용
K55223BH6560,KB베트남포커스증권자투자신탁(주식)(H)S클래스,1724.56,20170711,베트남주식,해외주식형,2,2,높은 위험,케이비자산운용
KR5223AY3916,KB통중국고배당증권자투자신탁(주식)C2클래스,959.75,20150209,중국주식,해외주식형,1,2,높은 위험,케이비자산운용
K55101DP1319,한국투자ACEG2전기차&자율주행액티브증권상장지수투자신탁(주식),8579.72,20220214,글로벌주식,해외주식형,770,2,높은 위험,한국투자신탁운용
K55102C00249,하나글로벌4차산업1등주플러스증권자투자신탁[주식]ClassC3,2286.56,20171204,멀티&#47;기타섹터,해외주식형,1,2,높은 위험,하나자산운용
K55301BA7016,미래에셋글로벌솔루션증권자투자신탁(주식-재간접형)종류A,2348.55,20160229,글로벌주식,해외주식형,314,3,다소 높은 위험,미래에셋자산운용
K55235B40047,피델리티글로벌테크놀로지증권자투자신탁(주식-재간접형)종류S,4129.32,20150624,정보기술섹터,해외주식형,199,2,높은 위험,피델리티자산운용
KR5210AQ7763,신한동유럽플러스증권자투자신탁(H)[주식](종류S),981.74,20140424,신흥유럽주식,해외주식형,1,2,높은 위험,신한자산운용
KR5301AW7195,미래에셋아시아퍼시픽인프라섹터증권투자신탁 1(주식)종류A-e,1422.40,20150518,산업재섹터,해외주식형,3,2,높은 위험,미래에셋자산운용
KR5230AS5373,슈로더다이나믹아시아증권자투자신탁(주식-재간접형)종류W,1518.79,20140716,신흥아시아주식,해외주식형,0,2,높은 위험,슈로더투자신탁운용
K55216CJ3951,DB차이나바이오헬스케어증권자투자신탁(H)[주식]종류A,927.13,20190513,중국주식,해외주식형,28,2,높은 위험,디비자산운용
K55234AZ6228,IBK다보스글로벌고배당증권자투자신탁 1[주식]종류A-e,2469.94,20150608,글로벌주식,해외주식형,0,2,높은 위험,아이비케이자산운용
K55365C43689,KCGI샐러리맨증권자투자신탁[주식-재간접형]종류C-P,1805.45,20200318,글로벌주식,해외주식형,0,2,높은 위험,케이씨지아이자산운용
KR5225824709,미래에셋러시아인덱스증권자투자신탁(주식)종류C-e,137.84,20080519,러시아주식,해외주식형,88,1,매우 높은 위험,미래에셋자산운용
KR5216694749,DB차이나증권투자신탁 1[주식]ClassC-F,901.06,20070528,중국주식,해외주식형,20,2,높은 위험,디비자산운용
K55101BK6695,한국투자SSGA글로벌저변동성증권자투자신탁UH(주식)(C-e),1492.88,20170306,글로벌주식,해외주식형,0,2,높은 위험,한국투자신탁운용
KR5301985168,미래에셋아내사랑글로벌이머징증권자투자신탁 1(주식)종류C5,1518.65,20071126,신흥국주식,해외주식형,2,3,다소 높은 위험,미래에셋자산운용
K55105BU1583,삼성로스차일드4차산업빅데이터증권자투자신탁UH[주식-재간접형]Ae,2312.79,20171020,멀티&#47;기타섹터,해외주식형,2,2,높은 위험,삼성자산운용
KR5301AY9736,미래에셋글로벌헬스케어증권자투자신탁 1(주식)종류C4,1679.69,20150210,헬스케어섹터,해외주식형,14,2,높은 위험,미래에셋자산운용
K55223BW2974,KB유럽셀렉션증권자투자신탁(USD)(주식-재간접형)C-E,18620.95,20171011,유럽주식,해외주식형,1,2,높은 위험,케이비자산운용
K55301D79199,미래에셋TIGER미국S&P500증권상장지수투자신탁(주식),18577.17,20200806,북미주식,해외주식형,"19,840",2,높은 위험,미래에셋자산운용
K55104CC1023,브이아이로이스미국스몰캡증권자투자신탁H[주식-재간접형]C-Pe,1583.38,20180828,북미주식,해외주식형,8,2,높은 위험,브이아이자산운용
KR5228AT7513,우리알리안츠유럽배당증권모투자신탁[주식_재간접형],1634.82,20140826,유럽주식,해외주식형,28,3,다소 높은 위험,우리자산운용
KR5105AR4163,삼성중국본토중소형FOCUS증권자투자신탁H[주식]Cf,789.37,20140619,중국주식,해외주식형,4,1,매우 높은 위험,삼성자산운용
K55234C19638,IBK켄쇼4.0레볼루션증권자투자신탁(H)[주식]종류S-P,1205.72,20180629,정보기술섹터,해외주식형,4,2,높은 위험,아이비케이자산운용
K55223B07059,KB유럽셀렉션증권모투자신탁(주식-재간접형),1572.98,20150323,유럽주식,해외주식형,24,3,다소 높은 위험,케이비자산운용
K55235B39999,피델리티글로벌테크놀로지증권자투자신탁(주식-재간접형)종류C-e,4094.89,20150617,정보기술섹터,해외주식형,"1,044",2,높은 위험,피델리티자산운용
K55104CJ6207,브이아이켄드리엄글로벌4차산업증권자투자신탁UH[주식-재간접형]C-Pe2,2524.07,20190122,정보기술섹터,해외주식형,2,2,높은 위험,브이아이자산운용
KR5216987952,DB차이나증권투자신탁 1[주식]ClassC5,833.48,20070411,중국주식,해외주식형,18,2,높은 위험,디비자산운용
KR5223747928,KB브라질증권모투자신탁[주식],1001.38,20071015,중남미주식,해외주식형,137,1,매우 높은 위험,케이비자산운용
K55307D23822,유리필라델피아반도체인덱스증권자투자신탁UH[주식]ClassS-R,2934.51,20200617,정보기술섹터,해외주식형,11,1,매우 높은 위험,유리자산운용
K55301D49655,미래에셋변액보험차이나증권투자신탁(주식),837.63,20200615,중국주식,해외주식형,111,2,높은 위험,미래에셋자산운용
KR5104A76393,브이아이도시화속의아시아우량기업증권자투자신탁1[주식]C-E,1169.75,20070226,아시아퍼시픽주식(ex J),해외주식형,0,3,다소 높은 위험,브이아이자산운용
K55101BD5787,한국투자웰링턴글로벌퀄리티증권자투자신탁UH(주식)(C-R),2661.11,20160610,글로벌주식,해외주식형,11,3,다소 높은 위험,한국투자신탁운용
K55102CY5525,하나올차이나증권자투자신탁[주식-재간접형],619.73,20191218,중국주식,해외주식형,126,2,높은 위험,하나자산운용
K55303DN1853,마이다스글로벌리더스성장주증권자투자신탁(UH)C-Pe1,1285.55,20210927,글로벌주식,해외주식형,6,2,높은 위험,마이다스에셋자산운용
KR5366866113,하이월드에너지증권자투자신탁(주식-재간접형)(H)(A),897.31,20080918,에너지섹터,해외주식형,45,1,매우 높은 위험,하이자산운용
K55364CY9975,에셋플러스굿밸런스증권자투자신탁 1(주식)종류A,1327.24,20200820,글로벌주식,해외주식형,3,3,다소 높은 위험,에셋플러스자산운용
K55223C05614,KB스타미국나스닥100인덱스증권자투자신탁(주식-파생형)(H)S,2643.55,20180108,북미주식,해외주식형,28,2,높은 위험,케이비자산운용
K55223C29929,KB다이나믹4차산업EMP증권자투자신탁(주식-재간접형)C,1567.91,20180518,멀티&#47;기타섹터,해외주식형,4,2,높은 위험,케이비자산운용
K55228CZ2306,우리아티잰글로벌그로스증권자투자신탁[주식_재간접형](H)_ClassPe2,1321.47,20200115,글로벌주식,해외주식형,4,3,다소 높은 위험,우리자산운용
K55365BC8296,KCGI차이나증권투자신탁[주식]종류CF,713.26,20170621,중국주식,해외주식형,137,2,높은 위험,케이씨지아이자산운용
K55301DA3351,미래에셋차이나과창판증권투자신탁(주식)종류F,571.68,20201112,중국주식,해외주식형,15,2,높은 위험,미래에셋자산운용
K55107DR8373,우리프랭클린테크놀로지증권자투자신탁(H)(주식-재간접형)ClassC-Pe,1473.97,20220524,정보기술섹터,해외주식형,3,2,높은 위험,우리자산운용
KR5219781204,신한더드림러브증권자투자신탁 1[주식],842.73,20080129,신흥국주식,해외주식형,47,2,높은 위험,신한자산운용
K55213D18079,한화차이나셀렉트헬스케어증권자투자신탁(H)(주식)종류S-RP(퇴직연금),705.78,20200417,중국주식,해외주식형,0,2,높은 위험,한화자산운용
K55224BC7513,흥국차이나액티브증권자투자신탁[주식]S,1019.17,20160725,중국주식,해외주식형,0,2,높은 위험,흥국자산운용
KR5235AP3939,피델리티유럽증권자투자신탁(주식-재간접형)S,1869.51,20140502,유럽주식,해외주식형,16,2,높은 위험,피델리티자산운용
KR5105992261,삼성이머징다이나믹증권자투자신탁 1[주식](C 5),1541.88,20080107,신흥국주식,해외주식형,1,3,다소 높은 위험,삼성자산운용
K55210B13682,신한중국의꿈증권자투자신탁 1(H)[주식](종류A-u),982.61,20150403,중국주식,해외주식형,1,2,높은 위험,신한자산운용
K55301DR8146,미래에셋글로벌주식EMP증권자투자신탁(주식-재간접형)종류S,1315.05,20220719,글로벌주식,해외주식형,0,2,높은 위험,미래에셋자산운용
K55223C30026,KB다이나믹4차산업EMP증권자투자신탁(주식-재간접형)C-P,1550.44,20180619,멀티&#47;기타섹터,해외주식형,7,2,높은 위험,케이비자산운용
K55101DY2753,한국투자ACE글로벌반도체TOP4PlusSOLACTIVE상장지수투자신탁(주식),26475.32,20221114,정보기술섹터,해외주식형,"1,480",2,높은 위험,한국투자신탁운용
KR5232AP1191,NH-Amundi친디아증권자투자신탁 1[주식]ClassS,1476.47,20140423,신흥아시아주식,해외주식형,0,2,높은 위험,엔에이치아문디자산운용
KR5210AM6439,신한러시아증권자투자신탁(H)[주식](종류A-e),1903.32,20150818,러시아주식,해외주식형,5,1,매우 높은 위험,신한자산운용
K55105BS7162,삼성아문디유럽중소형증권자투자신탁H[주식-재간접형]_C-Pe,1137.87,20171019,유럽주식,해외주식형,0,2,높은 위험,삼성자산운용
K55216BW0977,DB글로벌핀테크증권자투자신탁(UH)[주식]운용,2112.14,20170915,정보기술섹터,해외주식형,27,2,높은 위험,디비자산운용
K55105DR1859,삼성글로벌배당귀족ESG증권자투자신탁UH[주식]_C-Pe,1076.31,20220415,글로벌주식,해외주식형,5,2,높은 위험,삼성자산운용
K55223C05549,KB스타미국나스닥100인덱스증권자투자신탁(주식-파생형)(H)A-E,2557.51,20180119,북미주식,해외주식형,159,2,높은 위험,케이비자산운용
K55366BT9674,하이월드골드증권자투자신탁(주식-재간접형)(H)(C-Rpe),1170.89,20170808,소재섹터,해외주식형,89,1,매우 높은 위험,하이자산운용
KR5229221142,이스트스프링차이나리더스증권자투자신탁(UH)[주식-재간접형]클래스C-E,882.99,20100526,중국주식,해외주식형,0,2,높은 위험,이스트스프링자산운용
KR5301969394,미래에셋차이나본토증권자투자신탁 2(H)(주식)종류A-e,1175.18,20101118,중국주식,해외주식형,12,2,높은 위험,미래에셋자산운용
KR5210AG7963,신한일본인덱스증권자투자신탁 2(H)[주식](종류A1),1833.05,20060215,일본주식,해외주식형,7,2,높은 위험,신한자산운용
K55237BU5544,한화러시아증권자투자신탁(주식-재간접형)P-E클래스,1071.98,20170824,러시아주식,해외주식형,18,1,매우 높은 위험,한화자산운용
KR5105AR4098,삼성중국본토중소형FOCUS증권자투자신탁H[주식]A,462.63,20140624,중국주식,해외주식형,383,2,높은 위험,삼성자산운용
K55236CW9643,한국밸류글로벌리서치배당인컴증권자투자신탁(주식)(C),1682.91,20191205,글로벌주식,해외주식형,0,2,높은 위험,한국투자밸류자산운용
KR5102390329,하나SmartUpChinaAShare증권투자신탁 1[주식혼합-재간접형]ClassA,699.05,20100927,중국주식,해외주식형,2,3,다소 높은 위험,하나자산운용
K55301B43355,미래에셋연금브라질업종대표증권자투자신탁 1(주식)종류C-P,965.35,20161005,브라질주식,해외주식형,11,1,매우 높은 위험,미래에셋자산운용
KR5235690595,피델리티재팬증권자투자신탁(주식-재간접형),2443.30,20070517,일본주식,해외주식형,218,2,높은 위험,피델리티자산운용
K55306BO8922,다올글로벌4차산업1등주증권투자신탁[주식]종류C3,2000.04,20170511,정보기술섹터,해외주식형,1,2,높은 위험,다올자산운용
K55223DF4946,KB글로벌수소경제증권자투자신탁(주식) S-P,543.88,20210215,에너지섹터,해외주식형,9,2,높은 위험,케이비자산운용
K55105DK2581,삼성글로벌메타버스증권자투자신탁UH[주식],1293.58,20210628,글로벌주식,해외주식형,315,2,높은 위험,삼성자산운용
KR5213AI6820,한화미국대표증권자투자신탁2(주식-재간접형)종류A,1822.16,20130702,북미주식,해외주식형,0,2,높은 위험,한화자산운용
KR5102AR2327,하나차이나포커스해외증권자투자신탁[주식-재간접형]ClassS,1092.18,20140523,중국주식,해외주식형,1,2,높은 위험,하나자산운용
K55232DH9686,NH-Amundi글로벌수소밸류체인증권자투자신탁(H)[주식]ClassS-P2(퇴직연금),1286.89,20220719,국내외주식,해외주식형,0,2,높은 위험,엔에이치아문디자산운용
K55228CZ2421,우리아티잰글로벌그로스증권자투자신탁[주식_재간접형](UH)_ClassPe1,1636.08,20200120,글로벌주식,해외주식형,2,3,다소 높은 위험,우리자산운용
KR5230733150,슈로더다이나믹아시아증권모투자신탁(주식-재간접형),1661.06,20070904,아시아퍼시픽주식,해외주식형,187,2,높은 위험,슈로더투자신탁운용
K55210DW6432,신한크레디트스위스에듀테인먼트증권투자신탁(H)[주식-재간접형](종류A-e),886.99,20220829,글로벌주식,해외주식형,0,2,높은 위험,신한자산운용
KR5104AS6556,브이아이중국4차산업증권자투자신탁 1[주식]A-E,495.70,20110401,중국주식,해외주식형,8,2,높은 위험,브이아이자산운용
K55105BU1443,삼성로스차일드4차산업빅데이터증권자투자신탁H[주식-재간접형]C-Pe,1809.26,20170920,멀티&#47;기타섹터,해외주식형,6,2,높은 위험,삼성자산운용
KR5223747951,KB브라질증권자투자신탁(주식)C클래스,725.70,20071015,브라질주식,해외주식형,0,1,매우 높은 위험,케이비자산운용
K55366B29076,하이아시아드래곤증권투자신탁(주식-재간접형)(S-p),1222.21,20150715,아시아퍼시픽주식(ex J),해외주식형,0,2,높은 위험,하이자산운용
K55101DP7613,한국투자지속가능미국와이드모트증권자투자신탁H(주식)(C),976.86,20220322,북미주식,해외주식형,0,2,높은 위험,한국투자신탁운용
KR5237777952,한화천연자원증권모투자신탁(주식),920.51,20080221,멀티&#47;기타섹터,해외주식형,777,2,높은 위험,한화자산운용
K55302B62536,베어링독일증권모투자신탁(주식-재간접형),1954.68,20150907,유럽주식,해외주식형,34,2,높은 위험,베어링자산운용
K55223DJ3068,KB글로벌메타버스경제증권자투자신탁(주식)(UH)C-퇴직e,1312.81,20210617,글로벌주식,해외주식형,346,2,높은 위험,케이비자산운용
K55105BD6476,삼성아세안플러스베트남증권자투자신탁UH[주식]_C4,1602.35,20160608,동남아주식,해외주식형,8,3,다소 높은 위험,삼성자산운용
KR5228989848,우리글로벌이머징증권자투자신탁[주식]ClassC(4),1077.72,20070511,신흥국주식,해외주식형,0,1,매우 높은 위험,우리자산운용
K55105BF5518,삼성픽테로보틱스증권자투자신탁UH[주식-재간접형]_C,3747.42,20160812,산업재섹터,해외주식형,3,2,높은 위험,삼성자산운용
K55366BU9671,하이월드광업주증권자투자신탁(주식-재간접형)(UH)(C-Pe),2028.60,20170904,소재섹터,해외주식형,8,1,매우 높은 위험,하이자산운용
KR5230530291,슈로더BIC(브라질인도중국)증권자투자신탁E(주식-재간접형),994.24,20051212,신흥국주식,해외주식형,458,2,높은 위험,슈로더투자신탁운용
K55210DV4859,신한크레디트스위스보안증권투자신탁(H)[주식-재간접형](종류A-e),1083.42,20220718,글로벌주식,해외주식형,0,2,높은 위험,신한자산운용
KR5232803043,NH-Amundi액티브인도증권자투자신탁[주식],2638.07,20080304,인도주식,해외주식형,6,2,높은 위험,엔에이치아문디자산운용
KR5235690645,피델리티유럽증권자투자신탁(주식-재간접형),1825.37,20070517,유럽주식,해외주식형,238,2,높은 위험,피델리티자산운용
KR5105AO2731,삼성미국S&P500인덱스증권자투자신탁H[주식]_A,2327.99,20160307,북미주식,해외주식형,36,2,높은 위험,삼성자산운용
K55216B12343,DB차이나본토RQFII증권자투자신탁(UH)[주식]ClassA,1152.32,20150406,중국주식,해외주식형,1,2,높은 위험,디비자산운용
K55216B10206,DB차이나본토증권자투자신탁(H)[주식]ClassS-P,898.97,20180111,중국주식,해외주식형,0,2,높은 위험,디비자산운용
K55307BB7647,유리베트남알파증권자투자신탁UH[주식]_운용,2627.96,20160401,베트남주식,해외주식형,157,3,다소 높은 위험,유리자산운용
K55105B77630,삼성미국S&P500인덱스증권자투자신탁H[주식]_C2,1996.15,20160318,북미주식,해외주식형,2,2,높은 위험,삼성자산운용
K55307DM1553,유리차이나백마주뉴웨이브증권투자신탁[주식]_C&#47;A,519.03,20211103,중국주식,해외주식형,22,2,높은 위험,유리자산운용
KR5101AT3605,한국투자골드플랜차이나연금증권전환형자투자신탁 1(주식)(C-e),512.23,20170918,중국주식,해외주식형,6,2,높은 위험,한국투자신탁운용
KR5306AL8951,다올중국1등주증권자투자신탁[주식]종류A,1416.64,20140102,중국주식,해외주식형,327,2,높은 위험,다올자산운용
